genre_name,coordinate_top,coordinate_left,estimated_mood
thai ost,9908,729,Atmospheric/Calm
icelandic folk,14589,663,Atmospheric/Calm
swedish doom metal,9451,169,Deep/Acoustic
greek metal,6493,212,Deep/Acoustic
folklore nuevo argentino,14601,897,Atmospheric/Calm
tamborazo,11329,973,Atmospheric/Calm
cincinnati rap,6514,1060,Atmospheric/Calm
mappila paattu,8552,895,Atmospheric/Calm
hard techno,468,1119,Unknown
classic finnish rock,12265,686,Atmospheric/Calm
folclore tucumano,17680,907,Atmospheric/Calm
lds instrumental,20760,327,Deep/Acoustic
bajki,17341,797,Atmospheric/Calm
romanian rock,7360,596,Atmospheric/Calm
post-doom metal,11490,127,Deep/Acoustic
cumbia boliviana,7396,937,Atmospheric/Calm
son cubano,16803,1088,Atmospheric/Calm
c86,8124,406,Atmospheric/Calm
modern funk,5855,955,Atmospheric/Calm
irish electronic,1909,1053,Atmospheric/Calm
indie dream pop,7955,454,Atmospheric/Calm
tamil worship,10436,797,Atmospheric/Calm
neru,19667,225,Deep/Acoustic
persian rock,10450,601,Atmospheric/Calm
danish electropop,5063,830,Atmospheric/Calm
depressive black metal,11234,66,Deep/Acoustic
norwegian folk rock,11685,488,Atmospheric/Calm
old-time,19404,953,Atmospheric/Calm
irish pub song,16248,795,Atmospheric/Calm
autonomous black metal,11014,80,Deep/Acoustic
football,13862,591,Atmospheric/Calm
j-core,1870,479,Atmospheric/Calm
dublin indie,9340,422,Atmospheric/Calm
korean electropop,6630,731,Atmospheric/Calm
nz singer-songwriter,12998,554,Atmospheric/Calm
rap liegeois,10469,1077,Atmospheric/Calm
instrumental djent,3711,274,Deep/Acoustic
zamba,18936,1058,Atmospheric/Calm
danish jazz,17780,731,Atmospheric/Calm
choral,21864,147,Deep/Acoustic
pop ambient,7161,724,Atmospheric/Calm
downtempo deathcore,6715,249,Deep/Acoustic
turkish punk,8261,488,Atmospheric/Calm
puerto rican folk,15119,994,Atmospheric/Calm
coupe-decale,5313,1043,Atmospheric/Calm
traditional soul,12609,810,Atmospheric/Calm
australian metal,8037,176,Deep/Acoustic
german heavy metal,5358,258,Deep/Acoustic
old west,14699,887,Atmospheric/Calm
ilahiler,15233,599,Atmospheric/Calm
crust punk,10575,198,Deep/Acoustic
operetta,21486,524,Atmospheric/Calm
musica santomense,5908,996,Atmospheric/Calm
classic sinhala pop,11679,834,Atmospheric/Calm
black punk,8693,396,Deep/Acoustic
sydney indie,7485,382,Deep/Acoustic
phleng phuea chiwit,10184,767,Atmospheric/Calm
adoracion,10016,596,Atmospheric/Calm
irish post-punk,7719,350,Deep/Acoustic
slovak punk,8063,517,Atmospheric/Calm
semba,8876,971,Atmospheric/Calm
commons,12909,503,Atmospheric/Calm
okc indie,10012,414,Atmospheric/Calm
zen,18920,136,Deep/Acoustic
musica ayacuchana,14168,1007,Atmospheric/Calm
finnish punk,9587,337,Deep/Acoustic
kc indie,9758,473,Atmospheric/Calm
ska espanol,5448,774,Atmospheric/Calm
yaoi,5541,477,Atmospheric/Calm
hard trance,1140,837,Atmospheric/Calm
melodic hard rock,4087,264,Deep/Acoustic
coral gospel,12623,388,Deep/Acoustic
nz indie,9132,460,Atmospheric/Calm
rap kreyol,9743,1070,Atmospheric/Calm
garage house,889,1238,Atmospheric/Calm
gqom,1084,1221,Atmospheric/Calm
jazz mexicano,15110,788,Atmospheric/Calm
uk dub,2631,1217,Atmospheric/Calm
turin indie,8162,526,Atmospheric/Calm
psychokore,6133,996,Atmospheric/Calm
indonesian indie pop,8497,528,Atmospheric/Calm
svensk progg,14192,724,Atmospheric/Calm
thai pop rap,10599,1002,Atmospheric/Calm
forro gospel,7716,911,Atmospheric/Calm
munich indie,8030,670,Atmospheric/Calm
ugandan pop,6550,1084,Atmospheric/Calm
kizomba cabo-verdiana,3001,1026,Atmospheric/Calm
sichuanese hip hop,5351,1070,Atmospheric/Calm
modern old-time,15605,781,Atmospheric/Calm
canadian modern jazz,17329,729,Atmospheric/Calm
musique guadeloupe,5040,1032,Atmospheric/Calm
swedish black metal,9807,62,Deep/Acoustic
cypriot pop,10798,692,Atmospheric/Calm
vancouver metal,8013,229,Deep/Acoustic
jazz clarinet,19341,969,Atmospheric/Calm
finnish hard rock,4939,274,Deep/Acoustic
musica tabasquena,8470,1175,Atmospheric/Calm
audiophile vocal,17534,781,Atmospheric/Calm
modular synth,12921,473,Atmospheric/Calm
arunachal indie,8236,872,Atmospheric/Calm
slow game,6265,1000,Atmospheric/Calm
polish blues,10855,663,Atmospheric/Calm
krautrock,12611,460,Atmospheric/Calm
nwocr,5406,287,Deep/Acoustic
nagpuri pop,7054,866,Atmospheric/Calm
japanese underground rap,9895,990,Atmospheric/Calm
omaha indie,10994,484,Atmospheric/Calm
tunisian pop,8037,793,Atmospheric/Calm
vintage tango,20544,961,Atmospheric/Calm
folkmusik,17358,561,Atmospheric/Calm
palestinian pop,11919,804,Atmospheric/Calm
viola caipira,15897,887,Atmospheric/Calm
dutch indie rock,8444,441,Atmospheric/Calm
korean underground rap,8458,1103,Atmospheric/Calm
outsider,15442,583,Atmospheric/Calm
modern jungle,2190,1013,Atmospheric/Calm
musica para criancas,13969,984,Atmospheric/Calm
israeli indie,9727,621,Atmospheric/Calm
musica capixaba,8576,843,Atmospheric/Calm
symphonic death metal,6260,138,Deep/Acoustic
connecticut hardcore,9364,292,Deep/Acoustic
canadian garage rock,10415,386,Deep/Acoustic
lagu sunda,8211,783,Atmospheric/Calm
musica jalisciense,11643,951,Atmospheric/Calm
kyushu indie,8457,526,Atmospheric/Calm
ukrainian folk rock,6653,683,Atmospheric/Calm
rumeli turkuleri,14021,633,Atmospheric/Calm
library music,15868,667,Atmospheric/Calm
modern uplift,5097,414,Atmospheric/Calm
midwest americana,13244,554,Atmospheric/Calm
german country,9871,797,Atmospheric/Calm
musica sudcaliforniana,13709,1000,Atmospheric/Calm
tulsa indie,7497,447,Atmospheric/Calm
gypsy punk,8625,726,Atmospheric/Calm
vietnamese pop,13688,490,Atmospheric/Calm
rock alternatif francais,7829,339,Deep/Acoustic
dalarna indie,10245,427,Atmospheric/Calm
british contemporary classical,21425,306,Deep/Acoustic
miami indie,7299,490,Atmospheric/Calm
outsider house,3887,915,Atmospheric/Calm
draga,2951,1000,Atmospheric/Calm
buffalo ny metal,10539,227,Deep/Acoustic
victorian britain,21742,212,Deep/Acoustic
ukrainian post-punk,5026,484,Atmospheric/Calm
oshare kei,4179,325,Deep/Acoustic
swedish synth,2148,777,Atmospheric/Calm
french punk,6591,400,Atmospheric/Calm
nephop,8224,1099,Atmospheric/Calm
heavy alternative,3828,266,Deep/Acoustic
deep german indie,8249,593,Atmospheric/Calm
thai bl ost,8940,748,Atmospheric/Calm
symfonicky orchestr,18966,187,Deep/Acoustic
rap capixaba,10033,1056,Atmospheric/Calm
neue deutsche todeskunst,4383,431,Atmospheric/Calm
rock chapin,7323,535,Atmospheric/Calm
brazilian hardcore,8996,285,Deep/Acoustic
reggae peruano,6691,1028,Atmospheric/Calm
modern goth,2645,380,Deep/Acoustic
native american flute,20505,352,Deep/Acoustic
aussie emo,7472,302,Deep/Acoustic
okinawan folk,10411,667,Atmospheric/Calm
greek house,1084,1254,Atmospheric/Calm
dutch trap,7839,1132,Atmospheric/Calm
cover acustico,13590,897,Atmospheric/Calm
classic icelandic pop,11796,736,Atmospheric/Calm
blaskapelle,19696,777,Atmospheric/Calm
hiplife,4630,1135,Atmospheric/Calm
funana,3522,1106,Atmospheric/Calm
atlanta punk,8632,296,Deep/Acoustic
uk worship,9810,350,Deep/Acoustic
blasmusik,19462,808,Atmospheric/Calm
granada indie,7100,427,Atmospheric/Calm
mandolin,15693,860,Atmospheric/Calm
zimdancehall,9479,1030,Atmospheric/Calm
hardtekk,1367,1101,Atmospheric/Calm
swedish punk,9439,317,Deep/Acoustic
mestissatge,4383,868,Atmospheric/Calm
funk evangelico,5655,1053,Atmospheric/Calm
salsa urbana,8665,1045,Atmospheric/Calm
musica madeirense,11931,777,Atmospheric/Calm
musica crista reformada,13318,460,Atmospheric/Calm
finnish indie,8650,621,Atmospheric/Calm
british country,10895,549,Atmospheric/Calm
tibetan pop,14217,808,Atmospheric/Calm
bleep techno,2611,1075,Atmospheric/Calm
trondersk musikk,8436,604,Atmospheric/Calm
atmospheric dnb,2948,851,Atmospheric/Calm
nordic post-rock,11600,170,Deep/Acoustic
dusseldorf electronic,2411,1132,Atmospheric/Calm
musiikkia lapsille,13983,893,Atmospheric/Calm
corrosion,3912,287,Deep/Acoustic
baiao,14897,845,Atmospheric/Calm
hungarian folk,13945,808,Atmospheric/Calm
chinese traditional,19345,181,Deep/Acoustic
beat italiano,12363,481,Atmospheric/Calm
chamame,13913,1007,Atmospheric/Calm
traditional folk,19930,994,Atmospheric/Calm
persian melodic rap,8397,955,Atmospheric/Calm
canterbury scene,13800,420,Atmospheric/Calm
pop costarricense,10758,1036,Atmospheric/Calm
croatian hip hop,7261,1040,Atmospheric/Calm
musica tropical guatemalteca,8409,1126,Atmospheric/Calm
glitch pop,7694,760,Atmospheric/Calm
persian alternative,13297,639,Atmospheric/Calm
rap paranaense,9492,1025,Atmospheric/Calm
duluth indie,14032,499,Atmospheric/Calm
russian synthpop,2833,772,Atmospheric/Calm
samurai trap,3026,903,Atmospheric/Calm
japanese vocal jazz,16927,790,Atmospheric/Calm
grimewave,4062,939,Atmospheric/Calm
russian trance,1812,501,Atmospheric/Calm
trival,2871,1189,Atmospheric/Calm
slovenian pop,8922,642,Atmospheric/Calm
coco,12116,1030,Atmospheric/Calm
technical groove metal,6236,260,Deep/Acoustic
austrian hip hop,10734,1005,Atmospheric/Calm
swing italiano,16845,1023,Atmospheric/Calm
dark progressive house,438,1233,Unknown
scouse rap,9817,1130,Atmospheric/Calm
vaportrap,6665,650,Atmospheric/Calm
hammond organ,14662,893,Atmospheric/Calm
maimouna,9780,1040,Atmospheric/Calm
japanese contemporary classical,20305,370,Deep/Acoustic
dissonant death metal,11685,94,Deep/Acoustic
shimmer psych,11551,447,Atmospheric/Calm
gothic americana,12973,488,Atmospheric/Calm
experimental house,2387,1084,Atmospheric/Calm
deep adult standards,18352,686,Atmospheric/Calm
japanese guitar,17008,937,Atmospheric/Calm
andean flute,12675,724,Atmospheric/Calm
marathi devotional,12986,824,Atmospheric/Calm
trio huasteco,15522,917,Atmospheric/Calm
austin hip hop,9455,1017,Atmospheric/Calm
mecha,9798,402,Atmospheric/Calm
instrumental stoner rock,11490,312,Deep/Acoustic
pinoy alternative rock,10748,554,Atmospheric/Calm
instrumental surf,11649,433,Atmospheric/Calm
ghanaian gospel,9737,744,Atmospheric/Calm
swamp pop,13801,804,Atmospheric/Calm
brass band pop,11766,864,Atmospheric/Calm
haitian gospel,11095,599,Atmospheric/Calm
deep latin alternative,8298,718,Atmospheric/Calm
munich electronic,1232,1254,Atmospheric/Calm
432hz,19492,270,Deep/Acoustic
kentucky punk,10110,255,Deep/Acoustic
naat,16920,674,Atmospheric/Calm
musica istmena,11992,1094,Atmospheric/Calm
german indie pop,5579,756,Atmospheric/Calm
telugu indie,7273,919,Atmospheric/Calm
russian plugg,5424,939,Atmospheric/Calm
neapolitan funk,5400,1013,Atmospheric/Calm
austrian indie,8689,713,Atmospheric/Calm
deep techno,902,1256,Atmospheric/Calm
bath indie,12068,497,Atmospheric/Calm
icelandic electronic,4834,821,Atmospheric/Calm
modern cello,17797,272,Deep/Acoustic
eugene indie,11430,492,Atmospheric/Calm
plunderphonics,10135,753,Atmospheric/Calm
musica andina colombiana,13733,1056,Atmospheric/Calm
spanish reggae,5781,1105,Atmospheric/Calm
dark jazz,13947,370,Deep/Acoustic
mongolian alternative,8533,556,Atmospheric/Calm
rennes indie,9844,804,Atmospheric/Calm
long island punk,9488,268,Deep/Acoustic
christian hardcore,9725,279,Deep/Acoustic
kora,16160,949,Atmospheric/Calm
jazz metal,10428,308,Deep/Acoustic
canadian hardcore,9181,199,Deep/Acoustic
spanish folk rock,10399,586,Atmospheric/Calm
manitoba indie,11539,547,Atmospheric/Calm
balkan drill,6158,1005,Atmospheric/Calm
freeform hardcore,1812,700,Atmospheric/Calm
technical thrash,9376,214,Deep/Acoustic
48g,2382,354,Deep/Acoustic
bass music,1552,1148,Atmospheric/Calm
denton tx indie,10501,396,Deep/Acoustic
nz children's music,13339,1030,Atmospheric/Calm
drone folk,17400,578,Atmospheric/Calm
german thrash metal,7297,209,Deep/Acoustic
zillertal,8397,868,Atmospheric/Calm
latvian hip hop,7729,1049,Atmospheric/Calm
greek downtempo,3632,951,Atmospheric/Calm
eventyr,15809,1273,Atmospheric/Calm
emo punk,10337,339,Deep/Acoustic
russian folk,19608,530,Atmospheric/Calm
retro metal,11027,234,Deep/Acoustic
post-black metal,10624,50,Deep/Acoustic
japanese blues,12277,692,Atmospheric/Calm
piedmont blues,20030,1079,Atmospheric/Calm
vintage hollywood,20982,779,Atmospheric/Calm
ambient psychill,3286,726,Atmospheric/Calm
kentucky metal,10306,210,Deep/Acoustic
singeli,5747,955,Atmospheric/Calm
choro,18235,901,Atmospheric/Calm
swiss house,205,1379,Hyper/Electronic
nordnorsk musikk,12227,655,Atmospheric/Calm
nova musica paulista,11230,864,Atmospheric/Calm
string duo,18581,360,Deep/Acoustic
indian underground rap,9225,1106,Atmospheric/Calm
nuevo flamenco,14180,921,Atmospheric/Calm
armenian pop,7793,795,Atmospheric/Calm
indy indie,12093,486,Atmospheric/Calm
brazilian power metal,5953,214,Deep/Acoustic
musica indigena latinoamericana,13454,913,Atmospheric/Calm
breakcore,4237,783,Atmospheric/Calm
new orleans soul,14859,945,Atmospheric/Calm
korean indie folk,15183,746,Atmospheric/Calm
deathrock,6407,317,Deep/Acoustic
lagu bali,8703,854,Atmospheric/Calm
classic dutch pop,8509,705,Atmospheric/Calm
jazz double bass,18686,795,Atmospheric/Calm
modern enka,12510,400,Atmospheric/Calm
amharic pop,7078,901,Atmospheric/Calm
south african choral,16978,670,Atmospheric/Calm
indie emo,8812,497,Atmospheric/Calm
russian trap metal,5186,756,Atmospheric/Calm
gothic black metal,6928,167,Deep/Acoustic
emo trap italiana,6965,806,Atmospheric/Calm
musica baiana,11354,889,Atmospheric/Calm
turkish metal,6802,339,Deep/Acoustic
swing revival,14490,917,Atmospheric/Calm
deep christian rock,9131,566,Atmospheric/Calm
indonesian psychedelia,9896,593,Atmospheric/Calm
swedish house,1391,1217,Atmospheric/Calm
rumba catalana,12673,1017,Atmospheric/Calm
jazz drums,17909,887,Atmospheric/Calm
pittsburgh rock,9094,410,Atmospheric/Calm
musica eletronica gospel,2936,744,Atmospheric/Calm
phoenix indie,7988,433,Atmospheric/Calm
spanish post-punk,6162,341,Deep/Acoustic
charlotte nc indie,9599,435,Atmospheric/Calm
darkstep,1987,808,Atmospheric/Calm
multidisciplinary,11406,586,Atmospheric/Calm
ambient post-rock,14757,133,Deep/Acoustic
kaneka,5880,929,Atmospheric/Calm
connecticut indie,11722,466,Atmospheric/Calm
arab groove,11255,834,Atmospheric/Calm
charanga,15534,1013,Atmospheric/Calm
kolkata indie,9994,663,Atmospheric/Calm
cantautor catala,14625,689,Atmospheric/Calm
tampa indie,8297,378,Deep/Acoustic
dutch prog,12154,503,Atmospheric/Calm
geek rock,8538,849,Atmospheric/Calm
seinen,6166,621,Atmospheric/Calm
rhode island indie,10868,460,Atmospheric/Calm
denver indie,10662,484,Atmospheric/Calm
spanish noise pop,6506,358,Deep/Acoustic
german indie rock,6432,473,Atmospheric/Calm
virginia punk,10281,268,Deep/Acoustic
italian trance,964,881,Atmospheric/Calm
rap ivoire,9817,1045,Atmospheric/Calm
vocal trance,2438,578,Atmospheric/Calm
jackin' house,640,1296,Atmospheric/Calm
speed house,2229,901,Atmospheric/Calm
indie valenciana,7051,464,Atmospheric/Calm
warm drone,18118,80,Deep/Acoustic
villancicos,14340,677,Atmospheric/Calm
sepedi pop,4571,986,Atmospheric/Calm
reggae maghreb,7864,885,Atmospheric/Calm
igbo rap,11778,1077,Atmospheric/Calm
deep funk ostentacao,6604,1284,Atmospheric/Calm
bard,17212,881,Atmospheric/Calm
swamp blues,14119,917,Atmospheric/Calm
vermont indie,13466,561,Atmospheric/Calm
musica feirense,10533,977,Atmospheric/Calm
new mexico music,12030,868,Atmospheric/Calm
zilizopendwa,12847,965,Atmospheric/Calm
indie rock peruano,6717,431,Atmospheric/Calm
folklore chileno,14774,897,Atmospheric/Calm
deep soft rock,9957,731,Atmospheric/Calm
tamil devotional,17563,872,Atmospheric/Calm
korean trap,6096,1025,Atmospheric/Calm
japanese garage rock,10085,304,Deep/Acoustic
belarusian electronic,1146,1099,Atmospheric/Calm
musica quintanarroense,4236,967,Atmospheric/Calm
british dance band,20602,817,Atmospheric/Calm
jesus movement,13331,593,Atmospheric/Calm
deep norteno,10697,973,Atmospheric/Calm
alabama metal,7547,227,Deep/Acoustic
galician rock,6689,460,Atmospheric/Calm
deep soundtrack,17300,212,Deep/Acoustic
classic luk thung,13343,604,Atmospheric/Calm
indie siciliano,10843,667,Atmospheric/Calm
tatar pop,6178,718,Atmospheric/Calm
neo-pagan,13874,517,Atmospheric/Calm
leeds indie,7473,384,Deep/Acoustic
cincinnati indie,9020,394,Deep/Acoustic
oud,18819,815,Atmospheric/Calm
christian a cappella,16611,431,Atmospheric/Calm
twoubadou,9804,957,Atmospheric/Calm
deep happy hardcore,1630,765,Atmospheric/Calm
british black metal,9831,92,Deep/Acoustic
japanese dream pop,8681,429,Atmospheric/Calm
sambalpuri pop,12042,756,Atmospheric/Calm
lapland metal,4909,245,Deep/Acoustic
hungarian edm,1379,1292,Atmospheric/Calm
musica afroperuana,13745,1105,Atmospheric/Calm
nueva trova chilena,15839,806,Atmospheric/Calm
brisbane hip hop,7360,1041,Atmospheric/Calm
hexd,4267,542,Atmospheric/Calm
ambient techno,4997,837,Atmospheric/Calm
funk capixaba,6879,1284,Atmospheric/Calm
ai,13192,408,Atmospheric/Calm
vincy soca,2911,1073,Atmospheric/Calm
paraguayan rock,6259,578,Atmospheric/Calm
punk chileno,9267,344,Deep/Acoustic
kurdish remix,3857,923,Atmospheric/Calm
slovenian electronic,1953,1177,Atmospheric/Calm
kent indie,8558,604,Atmospheric/Calm
canadian indigenous music,10475,724,Atmospheric/Calm
persian underground hip hop,12079,937,Atmospheric/Calm
korean worship,14475,477,Atmospheric/Calm
jazz cubano,16832,959,Atmospheric/Calm
musica popular uruguaya,14229,862,Atmospheric/Calm
chant religieux,19141,300,Deep/Acoustic
bristol electronic,2765,1011,Atmospheric/Calm
classic hungarian pop,9155,748,Atmospheric/Calm
straight-ahead jazz,18844,862,Atmospheric/Calm
polish indie rock,6579,416,Atmospheric/Calm
british death metal,10867,138,Deep/Acoustic
telugu devotional,15058,929,Atmospheric/Calm
neo metal,5322,362,Deep/Acoustic
underground amapiano,1428,1313,Atmospheric/Calm
marimba orquesta,9418,1162,Atmospheric/Calm
cyber metal,2878,216,Deep/Acoustic
deep uplifting trance,1642,758,Atmospheric/Calm
dub techno,2951,1058,Atmospheric/Calm
neurostep,1882,901,Atmospheric/Calm
pinoy praise,12240,443,Atmospheric/Calm
portland punk,10575,321,Deep/Acoustic
new orleans indie,12425,475,Atmospheric/Calm
rare groove,11218,935,Atmospheric/Calm
acidcore,935,1019,Atmospheric/Calm
brazilian percussion,12899,1040,Atmospheric/Calm
wu fam,9357,988,Atmospheric/Calm
gyerekdalok,13565,1000,Atmospheric/Calm
hardstyle,2513,469,Atmospheric/Calm
ghettotech,1355,1313,Atmospheric/Calm
classic azeri pop,15517,544,Atmospheric/Calm
spiritual hip hop,9529,917,Atmospheric/Calm
skramz,11551,174,Deep/Acoustic
jazz worship,10652,680,Atmospheric/Calm
lagu bugis,5154,549,Atmospheric/Calm
polish black metal,9328,88,Deep/Acoustic
melodipop,5477,756,Atmospheric/Calm
nice indie,7286,499,Atmospheric/Calm
vienna indie,9049,586,Atmospheric/Calm
louvor icm,13607,422,Atmospheric/Calm
malayalam indie,10677,700,Atmospheric/Calm
sinhala rap,9369,1025,Atmospheric/Calm
rap femenino mexicano,7484,1110,Atmospheric/Calm
dub reggae,1593,1219,Atmospheric/Calm
fort worth indie,7631,431,Atmospheric/Calm
hamburg indie,8087,551,Atmospheric/Calm
indie cristao,11185,484,Atmospheric/Calm
waiata maori,11845,770,Atmospheric/Calm
classic romanian pop,2805,984,Atmospheric/Calm
ohio indie,11380,398,Deep/Acoustic
australian ska,7768,731,Atmospheric/Calm
vintage swedish pop,17108,854,Atmospheric/Calm
harp,19930,694,Atmospheric/Calm
portuguese indie,10227,601,Atmospheric/Calm
hindustani vocal,18761,464,Atmospheric/Calm
griot,12227,1002,Atmospheric/Calm
slack-key guitar,16903,797,Atmospheric/Calm
minimal dub,1306,1095,Atmospheric/Calm
musica mixteca,11489,1032,Atmospheric/Calm
gospel drill,9358,1121,Atmospheric/Calm
raboday,3256,1125,Atmospheric/Calm
neotango,7755,939,Atmospheric/Calm
taiwan campus folk,14888,443,Atmospheric/Calm
spanish folk,14648,618,Atmospheric/Calm
german literature,16365,1365,Atmospheric/Calm
danish post-punk,8358,279,Deep/Acoustic
german opera,22098,283,Deep/Acoustic
koligeet,11366,986,Atmospheric/Calm
alberta hip hop,7827,1079,Atmospheric/Calm
nz folk,13639,576,Atmospheric/Calm
campursari,8136,680,Atmospheric/Calm
welsh hip hop,6729,949,Atmospheric/Calm
pakistani rock,9205,540,Atmospheric/Calm
stockholm indie,8972,404,Atmospheric/Calm
powerviolence,11051,178,Deep/Acoustic
dark folk,15459,370,Deep/Acoustic
belarusian rock,6456,563,Atmospheric/Calm
chasidic pop,10195,604,Atmospheric/Calm
viral pop brasileiro,9656,1038,Atmospheric/Calm
funk mexicano,4208,909,Atmospheric/Calm
pennsylvania hardcore,11320,249,Deep/Acoustic
jordanian pop,8977,770,Atmospheric/Calm
gothenburg hip hop,10171,1045,Atmospheric/Calm
chinese classical piano,22309,471,Atmospheric/Calm
orquesta tipica,20339,998,Atmospheric/Calm
uyghur pop,13072,639,Atmospheric/Calm
taiwanese indie,8815,689,Atmospheric/Calm
sound art,16803,220,Deep/Acoustic
progressive doom,9525,158,Deep/Acoustic
lithuanian hip hop,5125,1094,Atmospheric/Calm
tinku,11894,866,Atmospheric/Calm
texas hardcore,9328,240,Deep/Acoustic
bangladeshi rock,7881,566,Atmospheric/Calm
charlottesville indie,11622,526,Atmospheric/Calm
musiqi-ye zanan,17095,588,Atmospheric/Calm
kazakh indie,7186,891,Atmospheric/Calm
schranz,624,992,Atmospheric/Calm
punk euskera,5594,420,Atmospheric/Calm
utah indie,10313,466,Atmospheric/Calm
spa,18644,126,Deep/Acoustic
beatboxing,5818,1051,Atmospheric/Calm
soviet synthpop,4822,864,Atmospheric/Calm
bay area hip hop,5236,1134,Atmospheric/Calm
western mass indie,11994,481,Atmospheric/Calm
swedish stoner rock,11332,258,Deep/Acoustic
dunedin indie,12191,456,Atmospheric/Calm
nl folk,11355,663,Atmospheric/Calm
melodic power metal,4221,231,Deep/Acoustic
beatdown,9971,331,Deep/Acoustic
miami metal,8717,231,Deep/Acoustic
novo rock gaucho,7805,431,Atmospheric/Calm
japanese heavy metal,7285,242,Deep/Acoustic
classic hungarian rock,10982,506,Atmospheric/Calm
norwegian alternative rock,9500,274,Deep/Acoustic
guinean pop,12029,1021,Atmospheric/Calm
pakistani electronic,2572,1002,Atmospheric/Calm
guided meditation,19475,156,Deep/Acoustic
birmingham indie,7568,433,Atmospheric/Calm
czech metal,6382,264,Deep/Acoustic
cape verdean folk,13884,849,Atmospheric/Calm
jazz organ,16306,870,Atmospheric/Calm
cinematic post-rock,11368,203,Deep/Acoustic
world meditation,18118,192,Deep/Acoustic
christian hard rock,4513,258,Deep/Acoustic
lexington ky indie,10868,683,Atmospheric/Calm
chinese talent show,8589,708,Atmospheric/Calm
vocaloid metal,3025,315,Deep/Acoustic
montenegrin pop,6421,806,Atmospheric/Calm
beats,3857,1119,Atmospheric/Calm
detroit house,1048,1266,Atmospheric/Calm
windsor on indie,7967,439,Atmospheric/Calm
german tech house,278,1422,Hyper/Electronic
histoire pour enfants,16423,1162,Atmospheric/Calm
black 'n' roll,9488,101,Deep/Acoustic
taiwan rock,5627,410,Atmospheric/Calm
rock keyboard,13355,544,Atmospheric/Calm
pop paraguayo,5772,913,Atmospheric/Calm
czech country,13908,713,Atmospheric/Calm
footwork,2599,1119,Atmospheric/Calm
smooth soul,5506,959,Atmospheric/Calm
west australian hip hop,9467,1023,Atmospheric/Calm
chinese classical performance,21743,376,Deep/Acoustic
experimental jazz,13084,581,Atmospheric/Calm
louisiana metal,11777,172,Deep/Acoustic
bouyon,4161,1108,Atmospheric/Calm
new orleans americana,14835,758,Atmospheric/Calm
ukrainian edm,1885,741,Atmospheric/Calm
bisaya rap,8990,1094,Atmospheric/Calm
dubsteppe,1318,1152,Atmospheric/Calm
tunantada,14143,913,Atmospheric/Calm
telugu worship,10751,741,Atmospheric/Calm
guatemalan pop,6717,982,Atmospheric/Calm
hamilton on indie,8873,549,Atmospheric/Calm
norsk lovsang,11044,435,Atmospheric/Calm
hyperpop italiano,6518,748,Atmospheric/Calm
maine indie,12685,521,Atmospheric/Calm
thai post-rock,9823,317,Deep/Acoustic
uk bass,2350,1144,Atmospheric/Calm
musica paraibana,10849,851,Atmospheric/Calm
progressive alternative,7707,344,Deep/Acoustic
musique militaire,20410,517,Atmospheric/Calm
tennessee metal,9267,196,Deep/Acoustic
venda pop,9319,986,Atmospheric/Calm
indie napoletano,10775,806,Atmospheric/Calm
college a cappella,13959,528,Atmospheric/Calm
melodic black metal,9254,94,Deep/Acoustic
american grindcore,11404,140,Deep/Acoustic
polish jazz,16891,793,Atmospheric/Calm
bhojpuri folk,12166,819,Atmospheric/Calm
exotica,17241,650,Atmospheric/Calm
nz christian,11331,443,Atmospheric/Calm
scottish techno,877,1155,Atmospheric/Calm
truck-driving country,13761,883,Atmospheric/Calm
synth prog,12734,429,Atmospheric/Calm
musica guerrerense,13540,1086,Atmospheric/Calm
bardcore,4645,821,Atmospheric/Calm
comedia,19053,1144,Atmospheric/Calm
experimental indie,11869,646,Atmospheric/Calm
epunk,8824,366,Deep/Acoustic
gospel rap,8000,1034,Atmospheric/Calm
neo-rockabilly,11692,777,Atmospheric/Calm
dancehall colombiano,4766,1205,Atmospheric/Calm
kenyan hip hop,7815,1128,Atmospheric/Calm
japanese indie folk,14761,633,Atmospheric/Calm
neofolk,11806,313,Deep/Acoustic
folclore jujeno,14637,917,Atmospheric/Calm
icelandic hip hop,4846,1045,Atmospheric/Calm
hungarian metal,5418,298,Deep/Acoustic
ghent indie,9676,618,Atmospheric/Calm
oulu metal,7039,160,Deep/Acoustic
dallas indie,9169,469,Atmospheric/Calm
bouzouki,15510,770,Atmospheric/Calm
jazzy dnb,1023,1128,Atmospheric/Calm
chinese audiophile,14712,581,Atmospheric/Calm
power blues-rock,10945,573,Atmospheric/Calm
polish electronica,4559,770,Atmospheric/Calm
canadian blues,12737,724,Atmospheric/Calm
british comedy,18381,1117,Atmospheric/Calm
afro house angolano,2995,1326,Atmospheric/Calm
musica cabo-verdiana,9883,868,Atmospheric/Calm
alt-idol,2615,443,Atmospheric/Calm
schweizer rap,7410,1117,Atmospheric/Calm
technical deathcore,7485,172,Deep/Acoustic
musica infantil catala,14082,990,Atmospheric/Calm
anglican liturgy,21767,136,Deep/Acoustic
lampung indie,7656,596,Atmospheric/Calm
afghan rap,6977,1121,Atmospheric/Calm
polish death metal,8577,133,Deep/Acoustic
sound effects,16173,158,Deep/Acoustic
piano mpb,17992,779,Atmospheric/Calm
scottish hush,11234,341,Deep/Acoustic
black comedy,18878,1075,Atmospheric/Calm
